Nome,Data,ValorKB,ValorPC,ValorNE
"TV Samsung T5300 43""",2022-05-07 15:00:00,R$ 1200.00,R$ 3000.00,R$ 744.00
Nintendo Switch,2022-05-07 15:00:00,R$ 905.52,R$ 1090.75,R$ 2109.00
Xbox Series S,2022-05-07 16:00:00,R$ 1650.00,R$ 1060.00,R$ 2750.00
iPhone 11 64GB,2022-05-07 16:00:00,R$ 2460.00,R$ 2699.37,R$ 3660.00
"TV Samsung T5300 43""",2022-05-07 16:00:00,R$ 1356.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-07 16:00:00,R$ 905.52,R$ 1090.75,R$ 1000.00
Xbox Series S,2022-05-07 17:00:00,R$ 1650.00,R$ 1060.00,R$ 1100.00
iPhone 11 64GB,2022-05-07 17:00:00,R$ 2460.00,R$ 2699.37,R$ 3000.00
"TV Samsung T5300 43""",2022-05-07 17:00:00,R$ 1437.36,R$ 1410.00,R$ 870.00
Nintendo Switch,2022-05-07 17:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-07 18:00:00,R$ 2425.50,R$ 1060.00,R$ 1232.00
iPhone 11 64GB,2022-05-07 18:00:00,R$ 3025.80,R$ 2660.00,R$ 4080.00
"TV Samsung T5300 43""",2022-05-07 18:00:00,R$ 1200.00,R$ 1410.00,R$ 1157.10
Nintendo Switch,2022-05-07 18:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-07 19:00:00,R$ 2425.50,R$ 1780.80,R$ 1737.12
iPhone 11 64GB,2022-05-07 19:00:00,R$ 3388.90,R$ 2660.00,R$ 3712.80
"TV Samsung T5300 43""",2022-05-07 19:00:00,R$ 1200.00,R$ 1200.00,R$ 1157.10
Nintendo Switch,2022-05-07 19:00:00,R$ 800.00,R$ 920.00,R$ 1080.00
Xbox Series S,2022-05-07 20:00:00,R$ 2304.22,R$ 2500.00,R$ 1100.00
iPhone 11 64GB,2022-05-07 20:00:00,R$ 3388.90,R$ 2660.00,R$ 3712.80
"TV Samsung T5300 43""",2022-05-07 20:00:00,R$ 1200.00,R$ 1200.00,R$ 1157.10
Nintendo Switch,2022-05-07 20:00:00,R$ 960.00,R$ 920.00,R$ 1080.00
Xbox Series S,2022-05-07 21:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-07 21:00:00,R$ 2460.00,R$ 2660.00,R$ 4715.26
"TV Samsung T5300 43""",2022-05-07 21:00:00,R$ 1200.00,R$ 1200.00,R$ 1157.10
Nintendo Switch,2022-05-07 21:00:00,R$ 960.00,R$ 920.00,R$ 1728.00
Xbox Series S,2022-05-07 22:00:00,R$ 1837.00,R$ 1670.00,R$ 1386.00
iPhone 11 64GB,2022-05-07 22:00:00,R$ 2460.00,R$ 3777.20,R$ 4715.26
"TV Samsung T5300 43""",2022-05-07 22:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-07 22:00:00,R$ 1420.80,R$ 920.00,R$ 2500.00
Xbox Series S,2022-05-07 23:00:00,R$ 2571.80,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-07 23:00:00,R$ 2460.00,R$ 5967.98,R$ 4715.26
"TV Samsung T5300 43""",2022-05-07 23:00:00,R$ 1944.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-07 23:00:00,R$ 1420.80,R$ 920.00,R$ 2500.00
Xbox Series S,2022-05-08 00:00:00,R$ 2750.00,R$ 1000.00,R$ 1166.00
iPhone 11 64GB,2022-05-08 00:00:00,R$ 2460.00,R$ 5967.98,R$ 4715.26
"TV Samsung T5300 43""",2022-05-08 00:00:00,R$ 1944.00,R$ 2088.00,R$ 840.00
Nintendo Switch,2022-05-08 00:00:00,R$ 1420.80,R$ 1324.80,R$ 2175.00
Xbox Series S,2022-05-08 01:00:00,R$ 2750.00,R$ 1000.00,R$ 1166.00
iPhone 11 64GB,2022-05-08 01:00:00,R$ 3075.00,R$ 5967.98,R$ 3000.00
"TV Samsung T5300 43""",2022-05-08 01:00:00,R$ 1200.00,R$ 1503.36,R$ 882.00
Nintendo Switch,2022-05-08 01:00:00,R$ 1065.60,R$ 920.00,R$ 2175.00
Xbox Series S,2022-05-08 02:00:00,R$ 1430.00,R$ 1000.00,R$ 1247.62
iPhone 11 64GB,2022-05-08 02:00:00,R$ 4458.75,R$ 5967.98,R$ 3000.00
"TV Samsung T5300 43""",2022-05-08 02:00:00,R$ 1980.00,R$ 2164.84,R$ 600.00
Nintendo Switch,2022-05-08 02:00:00,R$ 1065.60,R$ 920.00,R$ 2175.00
Xbox Series S,2022-05-08 03:00:00,R$ 2402.40,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-08 03:00:00,R$ 4458.75,R$ 5967.98,R$ 3000.00
"TV Samsung T5300 43""",2022-05-08 03:00:00,R$ 1980.00,R$ 2164.84,R$ 948.00
Nintendo Switch,2022-05-08 03:00:00,R$ 800.00,R$ 920.00,R$ 2175.00
Xbox Series S,2022-05-08 04:00:00,R$ 2750.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-08 04:00:00,R$ 4458.75,R$ 5967.98,R$ 4470.00
"TV Samsung T5300 43""",2022-05-08 04:00:00,R$ 1200.00,R$ 1515.39,R$ 1260.84
Nintendo Switch,2022-05-08 04:00:00,R$ 800.00,R$ 1039.60,R$ 1653.00
Xbox Series S,2022-05-08 05:00:00,R$ 2750.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-08 05:00:00,R$ 4458.75,R$ 5967.98,R$ 4470.00
"TV Samsung T5300 43""",2022-05-08 05:00:00,R$ 1548.00,R$ 1200.00,R$ 857.37
Nintendo Switch,2022-05-08 05:00:00,R$ 800.00,R$ 1216.33,R$ 1090.98
Xbox Series S,2022-05-08 06:00:00,R$ 2750.00,R$ 1720.00,R$ 1100.00
iPhone 11 64GB,2022-05-08 06:00:00,R$ 6150.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-08 06:00:00,R$ 1548.00,R$ 1200.00,R$ 960.26
Nintendo Switch,2022-05-08 06:00:00,R$ 800.00,R$ 920.00,R$ 1090.98
Xbox Series S,2022-05-08 07:00:00,R$ 1127.50,R$ 1806.00,R$ 1100.00
iPhone 11 64GB,2022-05-08 07:00:00,R$ 6150.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-08 07:00:00,R$ 1200.00,R$ 1368.00,R$ 600.00
Nintendo Switch,2022-05-08 07:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-08 08:00:00,R$ 1127.50,R$ 1806.00,R$ 1100.00
iPhone 11 64GB,2022-05-08 08:00:00,R$ 2460.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-08 08:00:00,R$ 2064.00,R$ 1368.00,R$ 1044.00
Nintendo Switch,2022-05-08 08:00:00,R$ 1096.00,R$ 1600.80,R$ 1180.00
Xbox Series S,2022-05-08 09:00:00,R$ 1251.53,R$ 2058.84,R$ 1100.00
iPhone 11 64GB,2022-05-08 09:00:00,R$ 2460.00,R$ 6650.00,R$ 4170.00
"TV Samsung T5300 43""",2022-05-08 09:00:00,R$ 2064.00,R$ 1200.00,R$ 1044.00
Nintendo Switch,2022-05-08 09:00:00,R$ 1698.80,R$ 2300.00,R$ 1770.00
Xbox Series S,2022-05-08 10:00:00,R$ 1251.53,R$ 2500.00,R$ 1177.00
iPhone 11 64GB,2022-05-08 10:00:00,R$ 3025.80,R$ 6650.00,R$ 4170.00
"TV Samsung T5300 43""",2022-05-08 10:00:00,R$ 2807.04,R$ 1200.00,R$ 1500.00
Nintendo Switch,2022-05-08 10:00:00,R$ 1698.80,R$ 1150.00,R$ 1982.40
Xbox Series S,2022-05-08 11:00:00,R$ 2052.50,R$ 1350.00,R$ 1100.00
iPhone 11 64GB,2022-05-08 11:00:00,R$ 4538.70,R$ 6650.00,R$ 4712.10
"TV Samsung T5300 43""",2022-05-08 11:00:00,R$ 3000.00,R$ 1692.00,R$ 1500.00
Nintendo Switch,2022-05-08 11:00:00,R$ 2000.00,R$ 1035.00,R$ 1982.40
Xbox Series S,2022-05-08 12:00:00,R$ 2750.00,R$ 1161.00,R$ 1100.00
iPhone 11 64GB,2022-05-08 12:00:00,R$ 2587.06,R$ 4987.50,R$ 7500.00
"TV Samsung T5300 43""",2022-05-08 12:00:00,R$ 3000.00,R$ 2334.96,R$ 1500.00
Nintendo Switch,2022-05-08 12:00:00,R$ 800.00,R$ 1490.40,R$ 2500.00
Xbox Series S,2022-05-08 13:00:00,R$ 2750.00,R$ 1161.00,R$ 1100.00
iPhone 11 64GB,2022-05-08 13:00:00,R$ 4035.81,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-08 13:00:00,R$ 1950.00,R$ 3000.00,R$ 1185.00
Nintendo Switch,2022-05-08 13:00:00,R$ 800.00,R$ 1713.96,R$ 2500.00
Xbox Series S,2022-05-08 14:00:00,R$ 2750.00,R$ 1416.42,R$ 1287.00
iPhone 11 64GB,2022-05-08 14:00:00,R$ 4035.81,R$ 4788.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-08 14:00:00,R$ 1200.00,R$ 3000.00,R$ 663.60
Nintendo Switch,2022-05-08 14:00:00,R$ 800.00,R$ 920.00,R$ 2500.00
Xbox Series S,2022-05-08 15:00:00,R$ 2750.00,R$ 1416.42,R$ 1750.32
iPhone 11 64GB,2022-05-08 15:00:00,R$ 4802.62,R$ 4788.00,R$ 4320.00
"TV Samsung T5300 43""",2022-05-08 15:00:00,R$ 1416.00,R$ 1830.00,R$ 756.50
Nintendo Switch,2022-05-08 15:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-08 16:00:00,R$ 1320.00,R$ 1000.00,R$ 1750.32
iPhone 11 64GB,2022-05-08 16:00:00,R$ 4802.62,R$ 3734.64,R$ 5616.00
"TV Samsung T5300 43""",2022-05-08 16:00:00,R$ 1200.00,R$ 1830.00,R$ 600.00
Nintendo Switch,2022-05-08 16:00:00,R$ 800.00,R$ 920.00,R$ 1420.00
Xbox Series S,2022-05-08 17:00:00,R$ 1100.00,R$ 1000.00,R$ 1750.32
iPhone 11 64GB,2022-05-08 17:00:00,R$ 4802.62,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-08 17:00:00,R$ 1200.00,R$ 1200.00,R$ 714.00
Nintendo Switch,2022-05-08 17:00:00,R$ 800.00,R$ 920.00,R$ 1420.00
Xbox Series S,2022-05-08 18:00:00,R$ 1100.00,R$ 1000.00,R$ 1750.32
iPhone 11 64GB,2022-05-08 18:00:00,R$ 6150.00,R$ 2952.60,R$ 3000.00
"TV Samsung T5300 43""",2022-05-08 18:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-08 18:00:00,R$ 800.00,R$ 1582.40,R$ 2002.20
Xbox Series S,2022-05-08 19:00:00,R$ 1100.00,R$ 1000.00,R$ 1522.78
iPhone 11 64GB,2022-05-08 19:00:00,R$ 6150.00,R$ 2660.00,R$ 3600.00
"TV Samsung T5300 43""",2022-05-08 19:00:00,R$ 1200.00,R$ 1200.00,R$ 678.00
Nintendo Switch,2022-05-08 19:00:00,R$ 800.00,R$ 2300.00,R$ 2002.20
Xbox Series S,2022-05-08 20:00:00,R$ 1243.00,R$ 1000.00,R$ 2314.62
iPhone 11 64GB,2022-05-08 20:00:00,R$ 2460.00,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-08 20:00:00,R$ 1764.00,R$ 1632.00,R$ 678.00
Nintendo Switch,2022-05-08 20:00:00,R$ 800.00,R$ 2300.00,R$ 2002.20
Xbox Series S,2022-05-08 21:00:00,R$ 1100.00,R$ 1000.00,R$ 2314.62
iPhone 11 64GB,2022-05-08 21:00:00,R$ 2460.00,R$ 2660.00,R$ 3300.00
"TV Samsung T5300 43""",2022-05-08 21:00:00,R$ 2063.88,R$ 1200.00,R$ 678.00
Nintendo Switch,2022-05-08 21:00:00,R$ 800.00,R$ 1564.00,R$ 1381.52
Xbox Series S,2022-05-08 22:00:00,R$ 1452.00,R$ 1610.00,R$ 2750.00
iPhone 11 64GB,2022-05-08 22:00:00,R$ 3517.80,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-08 22:00:00,R$ 1200.00,R$ 1200.00,R$ 725.46
Nintendo Switch,2022-05-08 22:00:00,R$ 800.00,R$ 1564.00,R$ 1000.00
Xbox Series S,2022-05-08 23:00:00,R$ 1100.00,R$ 1610.00,R$ 2750.00
iPhone 11 64GB,2022-05-08 23:00:00,R$ 2954.95,R$ 2660.00,R$ 4410.00
"TV Samsung T5300 43""",2022-05-08 23:00:00,R$ 1464.00,R$ 1368.00,R$ 645.66
Nintendo Switch,2022-05-08 23:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-09 00:00:00,R$ 1100.00,R$ 1610.00,R$ 2750.00
iPhone 11 64GB,2022-05-09 00:00:00,R$ 2954.95,R$ 2660.00,R$ 3748.50
"TV Samsung T5300 43""",2022-05-09 00:00:00,R$ 2108.16,R$ 1244.88,R$ 1084.71
Nintendo Switch,2022-05-09 00:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-09 01:00:00,R$ 1100.00,R$ 1400.70,R$ 2750.00
iPhone 11 64GB,2022-05-09 01:00:00,R$ 5112.07,R$ 3591.00,R$ 3748.50
"TV Samsung T5300 43""",2022-05-09 01:00:00,R$ 3000.00,R$ 1200.00,R$ 1084.71
Nintendo Switch,2022-05-09 01:00:00,R$ 1384.00,R$ 1012.00,R$ 1000.00
Xbox Series S,2022-05-09 02:00:00,R$ 1100.00,R$ 1988.99,R$ 2750.00
iPhone 11 64GB,2022-05-09 02:00:00,R$ 5112.07,R$ 4704.21,R$ 3748.50
"TV Samsung T5300 43""",2022-05-09 02:00:00,R$ 3000.00,R$ 1500.00,R$ 1486.05
Nintendo Switch,2022-05-09 02:00:00,R$ 1384.00,R$ 1771.00,R$ 1000.00
Xbox Series S,2022-05-09 03:00:00,R$ 1386.00,R$ 1988.99,R$ 1265.00
iPhone 11 64GB,2022-05-09 03:00:00,R$ 5878.88,R$ 3528.16,R$ 3000.00
"TV Samsung T5300 43""",2022-05-09 03:00:00,R$ 3000.00,R$ 1500.00,R$ 1500.00
Nintendo Switch,2022-05-09 03:00:00,R$ 2000.00,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-09 04:00:00,R$ 1100.00,R$ 1988.99,R$ 1454.75
iPhone 11 64GB,2022-05-09 04:00:00,R$ 5878.88,R$ 3528.16,R$ 3000.00
"TV Samsung T5300 43""",2022-05-09 04:00:00,R$ 2460.00,R$ 1200.00,R$ 1500.00
Nintendo Switch,2022-05-09 04:00:00,R$ 1880.00,R$ 1058.00,R$ 1000.00
Xbox Series S,2022-05-09 05:00:00,R$ 1100.00,R$ 2088.44,R$ 2385.79
iPhone 11 64GB,2022-05-09 05:00:00,R$ 4350.37,R$ 3528.16,R$ 3000.00
"TV Samsung T5300 43""",2022-05-09 05:00:00,R$ 1200.00,R$ 1200.00,R$ 1230.00
Nintendo Switch,2022-05-09 05:00:00,R$ 1880.00,R$ 1058.00,R$ 1000.00
Xbox Series S,2022-05-09 06:00:00,R$ 1485.00,R$ 1608.10,R$ 2385.79
iPhone 11 64GB,2022-05-09 06:00:00,R$ 4567.89,R$ 5362.80,R$ 3000.00
"TV Samsung T5300 43""",2022-05-09 06:00:00,R$ 1200.00,R$ 1200.00,R$ 1230.00
Nintendo Switch,2022-05-09 06:00:00,R$ 1880.00,R$ 1058.00,R$ 1260.00
Xbox Series S,2022-05-09 07:00:00,R$ 1100.00,R$ 1608.10,R$ 2750.00
iPhone 11 64GB,2022-05-09 07:00:00,R$ 4567.89,R$ 5362.80,R$ 4020.00
"TV Samsung T5300 43""",2022-05-09 07:00:00,R$ 1200.00,R$ 1524.00,R$ 600.00
Nintendo Switch,2022-05-09 07:00:00,R$ 864.80,R$ 962.78,R$ 1045.80
Xbox Series S,2022-05-09 08:00:00,R$ 1100.00,R$ 1608.10,R$ 2750.00
iPhone 11 64GB,2022-05-09 08:00:00,R$ 2460.00,R$ 6650.00,R$ 6070.20
"TV Samsung T5300 43""",2022-05-09 08:00:00,R$ 1200.00,R$ 1200.00,R$ 960.00
Nintendo Switch,2022-05-09 08:00:00,R$ 864.80,R$ 962.78,R$ 1000.00
Xbox Series S,2022-05-09 09:00:00,R$ 1100.00,R$ 1238.24,R$ 1980.00
iPhone 11 64GB,2022-05-09 09:00:00,R$ 2460.00,R$ 6251.00,R$ 6070.20
"TV Samsung T5300 43""",2022-05-09 09:00:00,R$ 2100.00,R$ 1860.00,R$ 600.00
Nintendo Switch,2022-05-09 09:00:00,R$ 800.00,R$ 1386.40,R$ 1000.00
Xbox Series S,2022-05-09 10:00:00,R$ 1100.00,R$ 1238.24,R$ 2750.00
iPhone 11 64GB,2022-05-09 10:00:00,R$ 3247.20,R$ 6251.00,R$ 6070.20
"TV Samsung T5300 43""",2022-05-09 10:00:00,R$ 1200.00,R$ 1599.60,R$ 600.00
Nintendo Switch,2022-05-09 10:00:00,R$ 944.00,R$ 1386.40,R$ 1000.00
Xbox Series S,2022-05-09 11:00:00,R$ 1672.00,R$ 1238.24,R$ 2750.00
iPhone 11 64GB,2022-05-09 11:00:00,R$ 3571.92,R$ 6251.00,R$ 6980.73
"TV Samsung T5300 43""",2022-05-09 11:00:00,R$ 1812.00,R$ 2447.39,R$ 600.00
Nintendo Switch,2022-05-09 11:00:00,R$ 1510.40,R$ 1386.40,R$ 1000.00
Xbox Series S,2022-05-09 12:00:00,R$ 2691.92,R$ 1238.24,R$ 2750.00
iPhone 11 64GB,2022-05-09 12:00:00,R$ 2928.97,R$ 6650.00,R$ 6980.73
"TV Samsung T5300 43""",2022-05-09 12:00:00,R$ 1812.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-09 12:00:00,R$ 2000.00,R$ 1386.40,R$ 1330.00
Xbox Series S,2022-05-09 13:00:00,R$ 2750.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-09 13:00:00,R$ 4627.78,R$ 6650.00,R$ 5514.78
"TV Samsung T5300 43""",2022-05-09 13:00:00,R$ 2083.80,R$ 1200.00,R$ 1044.00
Nintendo Switch,2022-05-09 13:00:00,R$ 1260.00,R$ 1386.40,R$ 1835.40
Xbox Series S,2022-05-09 14:00:00,R$ 2750.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-09 14:00:00,R$ 6150.00,R$ 6650.00,R$ 5514.78
"TV Samsung T5300 43""",2022-05-09 14:00:00,R$ 1200.00,R$ 1200.00,R$ 689.04
Nintendo Switch,2022-05-09 14:00:00,R$ 1978.20,R$ 1580.50,R$ 1000.00
Xbox Series S,2022-05-09 15:00:00,R$ 2750.00,R$ 1550.00,R$ 1100.00
iPhone 11 64GB,2022-05-09 15:00:00,R$ 6150.00,R$ 6650.00,R$ 7500.00
"TV Samsung T5300 43""",2022-05-09 15:00:00,R$ 1200.00,R$ 1200.00,R$ 689.04
Nintendo Switch,2022-05-09 15:00:00,R$ 1266.05,R$ 2196.89,R$ 1100.00
Xbox Series S,2022-05-09 16:00:00,R$ 2750.00,R$ 1550.00,R$ 1100.00
iPhone 11 64GB,2022-05-09 16:00:00,R$ 6150.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-09 16:00:00,R$ 1200.00,R$ 1200.00,R$ 689.04
Nintendo Switch,2022-05-09 16:00:00,R$ 1734.49,R$ 2196.89,R$ 1000.00
Xbox Series S,2022-05-09 17:00:00,R$ 2750.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-09 17:00:00,R$ 5104.50,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-09 17:00:00,R$ 1596.00,R$ 1344.00,R$ 689.04
Nintendo Switch,2022-05-09 17:00:00,R$ 1734.49,R$ 2300.00,R$ 1000.00
Xbox Series S,2022-05-09 18:00:00,R$ 1622.50,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-09 18:00:00,R$ 2460.00,R$ 6650.00,R$ 3750.00
"TV Samsung T5300 43""",2022-05-09 18:00:00,R$ 1200.00,R$ 1344.00,R$ 1136.92
Nintendo Switch,2022-05-09 18:00:00,R$ 800.00,R$ 2300.00,R$ 1370.00
Xbox Series S,2022-05-09 19:00:00,R$ 1622.50,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-09 19:00:00,R$ 3148.80,R$ 6650.00,R$ 3750.00
"TV Samsung T5300 43""",2022-05-09 19:00:00,R$ 1200.00,R$ 1680.00,R$ 1000.49
Nintendo Switch,2022-05-09 19:00:00,R$ 1144.00,R$ 920.00,R$ 1370.00
Xbox Series S,2022-05-09 20:00:00,R$ 1100.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-09 20:00:00,R$ 2460.00,R$ 6650.00,R$ 3750.00
"TV Samsung T5300 43""",2022-05-09 20:00:00,R$ 1812.00,R$ 2604.00,R$ 600.00
Nintendo Switch,2022-05-09 20:00:00,R$ 1144.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-09 21:00:00,R$ 1848.00,R$ 1360.00,R$ 1100.00
iPhone 11 64GB,2022-05-09 21:00:00,R$ 2460.00,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-09 21:00:00,R$ 1200.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-09 21:00:00,R$ 1144.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-09 22:00:00,R$ 1848.00,R$ 1523.20,R$ 1100.00
iPhone 11 64GB,2022-05-09 22:00:00,R$ 4157.40,R$ 6650.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-09 22:00:00,R$ 1200.00,R$ 1380.00,R$ 600.00
Nintendo Switch,2022-05-09 22:00:00,R$ 1144.00,R$ 920.00,R$ 1270.00
Xbox Series S,2022-05-09 23:00:00,R$ 1848.00,R$ 1675.52,R$ 1100.00
iPhone 11 64GB,2022-05-09 23:00:00,R$ 2577.59,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-09 23:00:00,R$ 1680.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-09 23:00:00,R$ 800.00,R$ 920.00,R$ 1270.00
Xbox Series S,2022-05-10 00:00:00,R$ 1848.00,R$ 2500.00,R$ 1529.00
iPhone 11 64GB,2022-05-10 00:00:00,R$ 3479.74,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-10 00:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-10 00:00:00,R$ 800.00,R$ 920.00,R$ 1270.00
Xbox Series S,2022-05-10 01:00:00,R$ 1848.00,R$ 2275.00,R$ 1100.00
iPhone 11 64GB,2022-05-10 01:00:00,R$ 3479.74,R$ 4575.20,R$ 3000.00
"TV Samsung T5300 43""",2022-05-10 01:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-10 01:00:00,R$ 1016.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-10 02:00:00,R$ 1100.00,R$ 2275.00,R$ 1100.00
iPhone 11 64GB,2022-05-10 02:00:00,R$ 5985.16,R$ 4575.20,R$ 3000.00
"TV Samsung T5300 43""",2022-05-10 02:00:00,R$ 1200.00,R$ 1200.00,R$ 600.00
Nintendo Switch,2022-05-10 02:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-10 03:00:00,R$ 1760.00,R$ 1000.00,R$ 1155.00
iPhone 11 64GB,2022-05-10 03:00:00,R$ 4189.61,R$ 2660.00,R$ 3600.00
"TV Samsung T5300 43""",2022-05-10 03:00:00,R$ 1476.00,R$ 2016.00,R$ 828.00
Nintendo Switch,2022-05-10 03:00:00,R$ 800.00,R$ 1269.60,R$ 1000.00
Xbox Series S,2022-05-10 04:00:00,R$ 1760.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-10 04:00:00,R$ 4189.61,R$ 4256.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-10 04:00:00,R$ 1200.00,R$ 2862.72,R$ 1415.88
Nintendo Switch,2022-05-10 04:00:00,R$ 800.00,R$ 920.00,R$ 1000.00
Xbox Series S,2022-05-10 05:00:00,R$ 1760.00,R$ 1000.00,R$ 1562.00
iPhone 11 64GB,2022-05-10 05:00:00,R$ 4189.61,R$ 5703.04,R$ 3000.00
"TV Samsung T5300 43""",2022-05-10 05:00:00,R$ 1200.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-10 05:00:00,R$ 800.00,R$ 920.00,R$ 1220.00
Xbox Series S,2022-05-10 06:00:00,R$ 2129.60,R$ 1000.00,R$ 1983.74
iPhone 11 64GB,2022-05-10 06:00:00,R$ 2597.56,R$ 2660.00,R$ 3000.00
"TV Samsung T5300 43""",2022-05-10 06:00:00,R$ 1200.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-10 06:00:00,R$ 800.00,R$ 920.00,R$ 1220.00
Xbox Series S,2022-05-10 07:00:00,R$ 2750.00,R$ 1000.00,R$ 1467.97
iPhone 11 64GB,2022-05-10 07:00:00,R$ 2597.56,R$ 3032.40,R$ 4650.00
"TV Samsung T5300 43""",2022-05-10 07:00:00,R$ 1200.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-10 07:00:00,R$ 1384.00,R$ 920.00,R$ 1220.00
Xbox Series S,2022-05-10 08:00:00,R$ 2750.00,R$ 1000.00,R$ 1467.97
iPhone 11 64GB,2022-05-10 08:00:00,R$ 2597.56,R$ 4275.68,R$ 4650.00
"TV Samsung T5300 43""",2022-05-10 08:00:00,R$ 1200.00,R$ 3000.00,R$ 744.00
Nintendo Switch,2022-05-10 08:00:00,R$ 1384.00,R$ 920.00,R$ 1415.20
Xbox Series S,2022-05-10 09:00:00,R$ 2750.00,R$ 1000.00,R$ 1100.00
iPhone 11 64GB,2022-05-10 09:00:00,R$ 2460.00,R$ 5301.85,R$ 7500.00
"TV Samsung T5300 43""",2022-05-10 09:00:00,R$ 1200.00,R$ 3000.00,R$ 788.64
Nintendo Switch,2022-05-10 09:00:00,R$ 800.00,R$ 920.00,R$ 1415.20
Xbox Series S,2022-05-10 10:00:00,R$ 1485.00,R$ 1700.00,R$ 1100.00
iPhone 11 64GB,2022-05-10 10:00:00,R$ 2460.00,R$ 5301.85,R$ 7500.00
"TV Samsung T5300 43""",2022-05-10 10:00:00,R$ 1200.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-10 10:00:00,R$ 800.00,R$ 1094.80,R$ 1415.20
Xbox Series S,2022-05-10 11:00:00,R$ 2257.20,R$ 1700.00,R$ 1452.00
iPhone 11 64GB,2022-05-10 11:00:00,R$ 2460.00,R$ 2660.00,R$ 7500.00
"TV Samsung T5300 43""",2022-05-10 11:00:00,R$ 1596.00,R$ 3000.00,R$ 600.00
Nintendo Switch,2022-05-10 11:00:00,R$ 800.00,R$ 1094.80,R$ 1000.00
Xbox Series S,2022-05-10 12:00:00,R$ 1444.61,R$ 1564.00,R$ 1100.00
iPhone 11 64GB,2022-05-10 12:00:00,R$ 4009.80,R$ 2660.00,R$ 5175.00
"TV Samsung T5300 43""",2022-05-10 12:00:00,R$ 2585.52,R$ 2520.00,R$ 600.00
Nintendo Switch,2022-05-10 12:00:00,R$ 800.00,R$ 1642.20,R$ 1510.00
Xbox Series S,2022-05-10 13:00:00,R$ 2369.16,R$ 1564.00,R$ 1727.00
